Brand,Model,Type
Yamaha,T-150/Exciter 150/Jupiter MX/Y15ZR (Asia),Unknown
Yamaha,T-155/Exciter 155/Jupiter MX King/Y16ZR (Asia),Unknown
Yamaha,Jupiter MX/135LC/Spark 135/Sniper (Asia),Unknown
Yamaha,Zuma 125 (U.S.),Unknown
Yamaha,ZR120 (Thailand),Unknown
Yamaha,Axis Grand 100 cc (Japan),Unknown
Yamaha,Axis Z 125 cc (Taiwan/Japan),Unknown
Yamaha,Aerox/NVX 125/155cc-ABS (Asian-only),Unknown
Yamaha,Augur 155 cc (Taiwan),Unknown
Yamaha,Cygnus / Riva 180 cc,Unknown
Yamaha,CygnusX 125 cc (E.U./Japan),Unknown
Yamaha,CygnusX SR 125 cc (Japan),Unknown
Yamaha,Cygnus Gryphus 125 cc (Taiwan/Japan),Unknown
Yamaha,Fluo / FreeGo 125 cc (Brazil/Asia),Unknown
Yamaha,Force / X-Force 155 cc (Taiwan/Japan),Unknown
Yamaha,Gear 125 cc (Asia),Unknown
Yamaha,Iron Max 125,Unknown
Yamaha,Iron Max 250,Unknown
Yamaha,Iron Max 300,Unknown
Yamaha,Iron Max 400,Unknown
Yamaha,Iron Max 530,Unknown
Yamaha,LEXi (Indonesia)(12),Unknown
Yamaha,LEXi LX 155 (Indonesia)(13),Unknown
Yamaha,Majesty 125 cc (E.U.),Unknown
Yamaha,Vity 125 cc (E.U.),Unknown
Yamaha,X-City 125 cc (E.U.),Unknown
Yamaha,BLACK X-MAX 125 cc (E.U.),Unknown
Yamaha,X-MAX 125 cc (E.U.),Unknown
Yamaha,X-City 250 cc (E.U.),Unknown
Yamaha,BLACK X-MAX 250 cc (E.U.),Unknown
Yamaha,X-MAX 250 cc (E.U.),Unknown
Yamaha,Maxam 250 cc (Japan),Unknown
Yamaha,Morphous 250 (CP250VL) (U.S.),Unknown
Yamaha,Majesty 125 cc,Unknown
Yamaha,Majesty 250 cc (Japan),Unknown
Yamaha,YP400 Majesty / ABS (E.U./U.S.),Unknown
Yamaha,MW-Vision,Unknown
Yamaha,MWC-4,Unknown
Yamaha,Neo / Soul / Ego Avantiz / GT 125 cc (Brazil/Asia),Unknown
Yamaha,NMAX 125 cc / ABS,Unknown
Yamaha,NMAX 155 cc VVA / ABS,Unknown
Yamaha,NMAX Neo 155 cc / ABS (Indonesia),Unknown
Yamaha,NMAX Turbo 155 cc VVA / ABS / YECVT (Indonesia),Unknown
Yamaha,SMAX 155 cc (U.S.),Unknown
Yamaha,Xenter 125 (E.U.),Unknown
Yamaha,XMAX 300 cc / ABS,Unknown
Yamaha,XMAX 400 cc / ABS (E.U.),Unknown
Yamaha,Grand Majesty 400 cc (Japan),Unknown
Yamaha,TMAX / ABS (E.U./U.S.),Unknown
Yamaha,TMAX Tech 560,Unknown
Yamaha,BLACK TMAX / ABS (E.U.),Unknown
Yamaha,Tricity 125,Unknown
Yamaha,Tricity 125 ABS,Unknown
Yamaha,Tricity 155 (Philippines),Unknown
Yamaha,Tricity 155 ABS,Unknown
Yamaha,Tricity 250,Unknown
Yamaha,Tricity 300,Unknown
Yamaha,Tricity 400,Unknown
Yamaha,TTX / X-Ride (Asia),Unknown
Yamaha,150 MX King (Indonesia),Unknown
Yamaha,3CT,Unknown
Yamaha,YD1,Unknown
Yamaha,RD48,Unknown
Yamaha,AS1,Unknown
Yamaha,TA125,Unknown
Yamaha,TD1,Unknown
Yamaha,TD3,Unknown
Yamaha,TR2,Unknown
Yamaha,TR3,Unknown
Yamaha,0W48R,Unknown
Yamaha,RD56,Unknown
Yamaha,Yz80,Unknown
Yamaha,YZR500,Unknown
Yamaha,YZR-M1,Unknown
Yamaha,0W01,Unknown
Yamaha,YZE750T,Unknown
Yamaha,YZE850T,Unknown
Yamaha,CT175,Off-road
Yamaha,DT50,Off-road
Yamaha,DT80,Off-road
Yamaha,DT100,Off-road
Yamaha,DT125,Off-road
Yamaha,DT175,Off-road
Yamaha,DT200,Off-road
Yamaha,DT230,Off-road
Yamaha,DT400,Off-road
Yamaha,L5,Off-road
Yamaha,TDR125,Off-road
Yamaha,TDR250,Off-road
Yamaha,AG175,Unknown
Yamaha,LT2,Unknown
Yamaha,PW50,Unknown
Yamaha,PW80,Unknown
Yamaha,IT250H,Enduro
Yamaha,YZ125X,Enduro
Yamaha,YZ250X,Enduro
Yamaha,TY50,Unknown
Yamaha,TY80,Unknown
Yamaha,TY125,Unknown
Yamaha,TY175,Unknown
Yamaha,TY200,Unknown
Yamaha,TY250,Unknown
Yamaha,TY350,Unknown
Yamaha,LT100MX,Motocross
Yamaha,YZ50,Motocross
Yamaha,YZ60,Motocross
Yamaha,YZ65,Motocross
Yamaha,YZ85,Motocross
Yamaha,YZ100,Motocross
Yamaha,YZ175,Motocross
Yamaha,YZ360,Motocross
Yamaha,YZ400,Motocross
Yamaha,YZ490,Motocross
Yamaha,YZM500,Motocross
Yamaha,RT100,Motocross
Yamaha,SC500,Motocross
Yamaha,E-01,Unknown
Yamaha,EMF,Unknown
Yamaha,Frog,Unknown
Yamaha,Mest,Unknown
Yamaha,Eccy,Unknown
Yamaha,EC-02,Unknown
Yamaha,EC-05,Unknown
Yamaha,NEO's,Unknown
Yamaha,Passol,Unknown
Yamaha,Pocke,Unknown
Yamaha,E02,Unknown
Yamaha,GL750,Unknown
Yamaha,Luxair,Unknown
Yamaha,MAXAM 3000,Unknown 
Yamaha,OV-23XV,Unknown
Yamaha,VOX,Unknown
Yamaha,XS-V1 Sakura(15),Unknown
Yamaha,XT250X,Unknown
Yamaha,XV 950 BOLT (Café Racer),Unknown
Yamaha,Tesseract,Unknown
Yamaha,R25 Concept,Unknown
Yamaha,RZ201 Rotary,Unknown
Yamaha,Ténéré 700 World Raid,Unknown
Yamaha,01GEN,Unknown
Yamaha,1200 Venture,Unknown
Derbi,Variant SL,Unknown
Derbi,Variant SLE,Unknown
Derbi,Variant TT,Unknown
Derbi,Variant Sport,Unknown
Derbi,DS50,Unknown
Derbi,Diablo C4,Unknown
Derbi,Diablo C5,Unknown
Derbi,RD50,Unknown
Derbi,Laguna,Unknown
Derbi,Laguna Sport,Unknown
Derbi,GPR 50,Unknown
Derbi,GPR 50 Nude,Unknown
Derbi,GPR 125 4T 4V,Unknown
Derbi,Cross City 125,Unknown
Derbi,Etx 150,Unknown
Derbi,Stx 150,Unknown
Derbi,Mulhacén 125,Unknown
Derbi,Mulhacén Café 125,Unknown
Triumph,Tiger Sport 660,Unknown
Triumph,Tiger 850 Sport,Unknown
Triumph,Tiger 900 GT,Unknown
Triumph,Tiger 900 Rally,Unknown
Triumph,Tiger 1200 GT,Unknown
Triumph,Tiger 1200 Rally,Unknown
Triumph,Tiger 800,Unknown
Triumph,Tiger 900,Unknown
Triumph,Trident 660,Unknown
Triumph,Street Triple 675,Unknown
Triumph,Street Triple 765,Unknown
Triumph,Speed Triple 1050,Unknown
Triumph,Speed Triple 1200,Unknown
Triumph,Speed Four,Unknown
Triumph,Bonneville T100,Unknown
Triumph,Bonneville T120,Unknown
Triumph,Bonneville Bobber,Unknown
Triumph,Speed Twin 900,Unknown
Triumph,Speed Twin 1200,Unknown
Triumph,Thruxton 900,Unknown
Triumph,Thruxton 1200,Unknown
Triumph,Scrambler 900,Unknown
Triumph,Scrambler 1200,Unknown
Triumph,Street Twin,Unknown
Triumph,Street Cup,Unknown
Triumph,Street Scrambler,Unknown
Triumph,Speedmaster,Unknown
Triumph,Bonneville 865,Unknown
Triumph,Bonneville 790,Unknown
Triumph,Bonneville America,Unknown
Triumph,Bonneville T140,Unknown
Triumph,Daytona 500,Unknown
Triumph,Daytona 600,Unknown
Triumph,Daytona 650,Unknown
Triumph,Daytona 675,Unknown
Triumph,Daytona Moto2 765,Unknown
Triumph,Daytona 750,Unknown
Triumph,Daytona 900,Unknown
Triumph,Daytona 955i,Unknown
Triumph,Daytona 1000,Unknown
Triumph,Daytona 1200,Unknown
Triumph,Thunderbird 1600,Unknown
Triumph,Thunderbird 1700,Unknown
Triumph,Rocket III,Unknown
Triumph,America,Unknown
Triumph,Speed 400,Unknown
Triumph,Scrambler 400 X,Unknown
Harley-Davidson,Aermacchi,Unknown
Harley-Davidson,Baja 100,Unknown
Harley-Davidson,Bobcat,Unknown
Harley-Davidson,CVO Road Glide,Unknown
Harley-Davidson,CVO Road Glide Limited,Unknown
Harley-Davidson,CVO Street Glide,Unknown
Harley-Davidson,CVO Tri Glide,Unknown
Harley-Davidson,CVO Ultra Limited,Unknown
Harley-Davidson,D-series (45 solo),Unknown
Harley-Davidson,Electra Glide Highway King,Unknown
Harley-Davidson,Fat Bob FXEF FXDF,Unknown
Harley-Davidson,FL Duo Glide,Unknown
Harley-Davidson,FL Hydra Glide,Unknown
Harley-Davidson,FLFB Fat Boy,Unknown
Harley-Davidson,FLFBS Fat Boy S,Unknown
Harley-Davidson,FLHC Heritage Classic,Unknown
Harley-Davidson,FLH Electra Glide,Unknown
Harley-Davidson,FLHR,Unknown
Harley-Davidson,FLHR I Road King,Unknown
Harley-Davidson,FLHXS Street Glide Special,Unknown
Harley-Davidson,FLHS Electra Glide Sport,Unknown
Harley-Davidson,FLHT Electra Glide FLHTC-U-I,Unknown
Harley-Davidson,FLHT Electra Glide Ultra,Unknown
Harley-Davidson,FLHX Street Glide,Unknown
Harley-Davidson,FLNRS Low Rider S,Unknown
Harley-Davidson,FLSTB Night Train,Unknown
Harley-Davidson,FLSTC Heritage Softail Classic,Unknown
Harley-Davidson,FLSTFB Fat Boy Lo,Unknown
Harley-Davidson,FLSTF,Unknown
Harley-Davidson,FLSTN Heritage Softail Nostalgia,Unknown
Harley-Davidson,FLSTN Softail Deluxe,Unknown
Harley-Davidson,FLSTSB Cross Bones,Unknown
Harley-Davidson,FLSTS Softail Heritage Springer 95th Anniversary,Unknown
Harley-Davidson,FLSTSC Softail Heritage Springer Classic,Unknown
Harley-Davidson,FLT Tour Glide,Unknown
Harley-Davidson,FLTR,Unknown
Harley-Davidson,FLTR I Road Glide,Unknown
Harley-Davidson,FLS Softail Slim,Unknown
Harley-Davidson,FLS Softail Slim S,Unknown
Harley-Davidson,FLSB Sport Glide,Unknown
Harley-Davidson,FXBB Street Bob,Unknown
Harley-Davidson,FXBRS Breakout,Unknown
Harley-Davidson,FXBR Breakout,Unknown
Harley-Davidson,FXCWC Rocker C,Unknown
Harley-Davidson,FXCW Rocker,Unknown
Harley-Davidson,FXDR,Unknown
Harley-Davidson,FXDRS,Unknown
Harley-Davidson,FXFBS Fat Bob,Unknown
Harley-Davidson,FXLR Low Rider,Unknown
Harley-Davidson,FXLRS Low Rider S,Unknown
Harley-Davidson,FXLRST Low Rider ST,Unknown
Harley-Davidson,FXS Blackline,Unknown
Harley-Davidson,FXSB Breakout,Unknown
Harley-Davidson,FXST Softail,Unknown
Harley-Davidson,FXST Softail Standard,Unknown
Harley-Davidson,FXSTB Night Train,Unknown
Harley-Davidson,FXSTC Softail Custom,Unknown
Harley-Davidson,FXSTD Softail Deuce,Unknown
Harley-Davidson,FXSTS Springer Softail,Unknown
Harley-Davidson,FXSTSSE Springer Softail Screamin Eagle,Unknown
Harley-Davidson,FXSTSB Bad Boy,Unknown
Harley-Davidson,FXWT,Unknown
Harley-Davidson,Hydra Glide Revival,Unknown
Harley-Davidson,Ironhead,Unknown
Harley-Davidson,Low Glide,Unknown
Harley-Davidson,Low Rider FXS FXR FXDL,Unknown
Harley-Davidson,M-50,Unknown
Harley-Davidson,M-50 Sport,Unknown
Harley-Davidson,M-65,Unknown
Harley-Davidson,M-65 Sport,Unknown
Harley-Davidson,Model 125,Unknown
Harley-Davidson,Model 165,Unknown
Harley-Davidson,Model K and KK,Unknown
Harley-Davidson,Model KH and KHK,Unknown
Harley-Davidson,Model KR,Unknown
Harley-Davidson,Model W,Unknown
Harley-Davidson,MT350E,Unknown
Harley-Davidson,Pacer,Unknown
Harley-Davidson,R-series (45 solo R-RL-RLD),Unknown
Harley-Davidson,Ranger,Unknown
Harley-Davidson,Rapido,Unknown
Harley-Davidson,Scat,Unknown
Harley-Davidson,Servi-Car,Unknown
Harley-Davidson,Sport Glide FXRT,Unknown
Harley-Davidson,Sprint,Unknown
Harley-Davidson,SS-350,Unknown
Harley-Davidson,Sturgis FXB,Unknown
Harley-Davidson,Street 500,Unknown
Harley-Davidson,Street 750,Unknown
Harley-Davidson,Street Bob FXDB,Unknown
Harley-Davidson,Street Rod 750,Unknown
Harley-Davidson,Super 10,Unknown
Harley-Davidson,Super Glide FX FXE FXD FXD35,Unknown
Harley-Davidson,Super Glide II FXR,Unknown
Harley-Davidson,Super glide II FXRS,Unknown
Harley-Davidson,Switchback FLD,Unknown
Harley-Davidson,Topper,Unknown
Harley-Davidson,TX 125,Unknown
Harley-Davidson,W-series (45 solo W-WL-WLA-WLC-WLD-WR),Unknown
Harley-Davidson,WLA,Unknown
Harley-Davidson,XA,Unknown
Harley-Davidson,XL,Unknown
Harley-Davidson,XL EVO,Unknown
Harley-Davidson,XL Evolution,Unknown
Harley-Davidson,XL883N (Iron),Unknown
Harley-Davidson,XLCR,Unknown
Harley-Davidson,XR1000,Unknown
Harley-Davidson,XR1200(X),Unknown
Harley-Davidson,XR-750,Unknown
Indian,841,Unknown
Indian,Challenger,Unknown
Indian,Challenger Dark Horse,Unknown
Indian,Challenger Elite,Unknown
Indian,Challenger Limited,Unknown
Indian,Chief,Unknown
Indian,Chief Bobber,Unknown
Indian,Chief Bobber Dark Horse,Unknown
Indian,Chief Dark Horse,Unknown
Indian,Chief Vintage,Unknown
Indian,Chieftain,Unknown
Indian,Chieftain Classic,Unknown
Indian,Chieftain Dark Horse,Unknown
Indian,Chieftain Elite,Unknown
Indian,Chieftain Limited,Unknown
Indian,eFTR Jr,Unknown
Indian,eFTR Mini,Unknown
Indian,FTR,Unknown
Indian,FTR 1200,Unknown
Indian,FTR 1200 Rally,Unknown
Indian,FTR 1200 S,Unknown
Indian,FTR 1200 S Race Replica,Unknown
Indian,FTR Carbon,Unknown
Indian,FTR R Carbon,Unknown
Indian,Four,Unknown
Indian,Model O,Unknown
Indian,Pursuit,Unknown
Indian,Pursuit Dark Horse,Unknown
Indian,Pursuit Elite,Unknown
Indian,Pursuit Limited,Unknown
Indian,Roadmaster,Unknown
Indian,Roadmaster Classic,Unknown
Indian,Roadmaster Dark Horse,Unknown
Indian,Roadmaster Elite,Unknown
Indian,Roadmaster Limited,Unknown
Indian,Scout,Unknown
Indian,Scout 60,Unknown
Indian,Scout Bobber,Unknown
Indian,Scout Bobber Sixty,Unknown
Indian,Scout Bobber Twenty,Unknown
Indian,Scout Rogue,Unknown
Indian,Scout Rogue Sixty,Unknown
