Brand,Model,Type
Suzuki,GSR400,Unknown
Suzuki,GSR600,Unknown
Suzuki,GSR750,Unknown
Suzuki,GSR1000,Unknown
Suzuki,Virus 1000,Unknown
Suzuki,GSX 150,Unknown
Suzuki,GSX 150F SF,Unknown
Suzuki,GSX 250,Unknown
Suzuki,GSX 250F (also known as Across),Unknown
Suzuki,GSX 250S Katana,Unknown
Suzuki,GSX 400,Unknown
Suzuki,GSX 400S,Unknown
Suzuki,GSX 400S Katana,Unknown
Suzuki,GSX 550EF,Unknown
Suzuki,GSX 600F,Unknown
Suzuki,GSX 650F,Unknown
Suzuki,GSX 700,Unknown
Suzuki,GSX 750,Unknown
Suzuki,GSX 750F,Unknown
Suzuki,GSX 750S Katana,Unknown
Suzuki,GSX-8S,Unknown
Suzuki,GSX 1000,Unknown
Suzuki,GSX 1000S Katana,Unknown
Suzuki,GSX-S125,Unknown
Suzuki,GSX-S150,Unknown
Suzuki,GSX-S1000,Unknown
Suzuki,GSX-S1000F,Unknown
Suzuki,GSX 1100F,Unknown
Suzuki,GSX 1100S Katana,Unknown
Suzuki,GSX 1100 E/EF,Unknown
Suzuki,GSX 1200 Inazuma,Unknown
Suzuki,GSX 1400,Unknown
Suzuki,GT50,Unknown
Suzuki,GT100,Unknown
Suzuki,GT125,Unknown
Suzuki,GT185 Adventurer,GT185 Adventurer
Suzuki,GT200 Invader/X5,Unknown
Suzuki,GT250 Hustler/X7,Unknown
Suzuki,GT380 Sebring,Unknown
Suzuki,GT500 Titan,Unknown
Suzuki,GT550,Unknown
Suzuki,GT750,Unknown
Suzuki,GX125,Unknown
Suzuki,GZ125 Marauder,Cruiser
Suzuki,GZ150,Cruiser
Suzuki,GZ250 Marauder,Cruiser
Suzuki,OR50,Unknown
Suzuki,RE5,Unknown
Suzuki,RC 80,Unknown
Suzuki,RC 100 JetCooled,Unknown
Suzuki,RC 110 Crystal,Unknown
Suzuki,RC 100 GS Tornado,Unknown
Suzuki,RC 110 GX Tornado,Unknown
Suzuki,RG50,Sport
Suzuki,RG110,Unknown
Suzuki,RG120,Unknown
Suzuki,RG125,Sport
Suzuki,RG150,Unknown
Suzuki,RGR150,Sport
Suzuki,RG200 Gamma,Sport
Suzuki,RG250 Gamma,Sport
Suzuki,RG400,Sport
Suzuki,RG500,Sport
Suzuki,RGV250,Sport
Suzuki,RGV500,Sport
Suzuki,SB200,Unknown
Suzuki,SW-1,Unknown
Suzuki,T90 Wolf,Unknown
Suzuki,T125 Stinger,Unknown
Suzuki,T200 Invader (also known as X5),Unknown
Suzuki,T10,Unknown
Suzuki,T20 'Hustler' (also known as X6),Unknown
Suzuki,T250 Hustler,Unknown
Suzuki,T305 Raider,Unknown
Suzuki,T350 Rebel,Unknown
Suzuki,T500 Titan,Unknown
Suzuki,TU250,Unknown
Suzuki,ST250,Unknown
Suzuki,VX 800,Unknown
Suzuki,X7,Unknown
Suzuki,EN 125cc 2a,Unknown
Suzuki,B-King,Unknown
Suzuki,GV1400 Cavalcade,Touring
Suzuki,FR50,Unknown
Suzuki,FR70,Unknown
Suzuki,FR80,Unknown
Suzuki,Stinger 120,Unknown
Suzuki,FX125,Unknown
Suzuki,Raider 150,Unknown
Suzuki,Satria,Unknown
Suzuki,Shogun 110,Unknown
Suzuki,Shogun 125,Unknown
Suzuki,Smash,Unknown
Suzuki,Crosscage,Unknown
Suzuki,Stratosphere,Unknown
Suzuki,Skywave Type-S,Unknown
Suzuki,Address V50G,Unknown
Suzuki,Biplane,Unknown
Suzuki,Nuda,Unknown
Suzuki,G-Strider,Unknown
Suzuki,Recursion,Unknown
Yamaha,YA-1,Unknown
Yamaha,YC-1 (1956),Unknown
Yamaha,YD-1 (1957),Unknown
Yamaha,MF-1 (1958) 50 cc,Unknown
Yamaha,YDS-3 (1964) 246 cc,Unknown
Yamaha,DT-1 (1968),Unknown
Yamaha,XS-1 (1970),Unknown
Yamaha,YZ Monocross (1975),Unknown
Yamaha,YZ400F (1998),Unknown
Yamaha,AG100,Unknown
Yamaha,AG175,Unknown
Yamaha,AG200,Unknown
Yamaha,Bop500,Unknown
Yamaha,BOP2 50,Unknown
Yamaha,Bop80,Unknown
Yamaha,BW80,Unknown
Yamaha,Chappy50,Unknown
Yamaha,Chappy80,Unknown
Yamaha,CR5,Unknown
Yamaha,CS3,Unknown
Yamaha,CS5,Unknown
Yamaha,CT1,Unknown
Yamaha,CT2,Unknown
Yamaha,CT3,Unknown
Yamaha,TDR50,Unknown
Yamaha,TDR80,Unknown
Yamaha,AT-1,Unknown
Yamaha,AT-1MX,Unknown
Yamaha,AT-3,Unknown
Yamaha,DT-1 1968(1),Unknown
Yamaha,DT1,Unknown
Yamaha,DT-2,Unknown
Yamaha,DT-3,Unknown
Yamaha,DS5E,Unknown
Yamaha,DS6-C,Unknown
Yamaha,DS6 2,Unknown
Yamaha,DS7 2,Unknown
Yamaha,DT50L,Unknown
Yamaha,DT50M,Unknown
Yamaha,DT50MX,Unknown
Yamaha,DT50R,Unknown
Yamaha,DT50SM,Unknown
Yamaha,DT50X,Unknown
Yamaha,DT80MX,Unknown
Yamaha,DT80LC,Unknown
Yamaha,DT80R,Unknown
Yamaha,DT100MX,Unknown
Yamaha,DT100R,Unknown
Yamaha,DT125LC,Unknown
Yamaha,DT125MX,Unknown
Yamaha,DT125R,Unknown
Yamaha,DT125RE,Unknown
Yamaha,DT125X,Unknown
Yamaha,DT175MX,Unknown
Yamaha,DT200R,Unknown
Yamaha,DT230 Lanza,Unknown
Yamaha,DT250,Unknown
Yamaha,DT250MX,Unknown
Yamaha,DT250R,Unknown
Yamaha,DT350LC,Unknown
Yamaha,DT350R,Unknown
Yamaha,DT360,Unknown
Yamaha,DT360MX,Unknown
Yamaha,DT400B,Unknown
Yamaha,DT400F,Unknown
Yamaha,DT400MX,Unknown
Yamaha,DTE125,Unknown
Yamaha,DTE175,Unknown
Yamaha,DTF125,Unknown
Yamaha,DT RT4,Unknown
Yamaha,Force1,Unknown
Yamaha,FS1E,Unknown
Yamaha,F5C,Unknown
Yamaha,GL750 Prototype,Unknown
Yamaha,GT50,Unknown
Yamaha,GT80,Unknown
Yamaha,GT100,Unknown
Yamaha,GTI80,Unknown
Yamaha,H3-90,Unknown
Yamaha,HT-1B-90,Unknown
Yamaha,IT125,Unknown
Yamaha,IT175,Unknown
Yamaha,IT200,Unknown
Yamaha,IT250,Unknown
Yamaha,IT400,Unknown
Yamaha,IT425,Unknown
Yamaha,IT465,Unknown
Yamaha,IT490,Unknown
Yamaha,JA75,Unknown
Yamaha,L2,Unknown
Yamaha,L5T,Unknown
Yamaha,L5TA,Unknown
Yamaha,LS2 100,Unknown
Yamaha,LS3 100,Unknown
Yamaha,L2GF 100,Unknown
Yamaha,L2G 100,Unknown
Yamaha,LT 100,Unknown
Yamaha,LT 100 MX,Unknown
Yamaha,LT2 100,Unknown
Yamaha,LT3 100,Unknown
Yamaha,MG1T,Unknown
Yamaha,MR50,Unknown
Yamaha,MX50,Unknown
Yamaha,MX80,Unknown
Yamaha,MX100,Unknown
Yamaha,MX125,Unknown
Yamaha,MX175,Unknown
Yamaha,MX250,Unknown
Yamaha,MX360,Unknown
Yamaha,MX400,Unknown
Yamaha,MX500,Unknown
Yamaha,QA50 Pocke,Unknown
Yamaha,QB50 Vogel,Unknown
Yamaha,QT50,Unknown
Yamaha,RA31 125,Unknown
Yamaha,RX50,Unknown
Yamaha,RT180,Unknown
Yamaha,R3C,Unknown
Yamaha,R5,Unknown
Yamaha,RD,Unknown
Yamaha,RD50,Unknown
Yamaha,RD50DX,Unknown
Yamaha,RD50 M,Unknown
Yamaha,RD50 SP,Unknown
Yamaha,RD60,Unknown
Yamaha,RD125,Unknown
Yamaha,RD135,Unknown
Yamaha,RD200,Unknown
Yamaha,RD250,Unknown
Yamaha,RD350,Unknown
Yamaha,RD400,Unknown
Yamaha,RD80LC,Unknown
Yamaha,RD125LC,Unknown
Yamaha,RD250LC,Unknown
Yamaha,RD350LC,Unknown
Yamaha,RD500LC,Unknown
Yamaha,RD350 YPVS,Unknown
Yamaha,RD350 F2,Unknown
Yamaha,RX-King 135 (Indonesia),Unknown
Yamaha,RDX125,Unknown
Yamaha,R1-Z,Unknown
Yamaha,RS,Unknown
Yamaha,RS100 (1974-1977),Unknown
Yamaha,RX100,Unknown
Yamaha,RS125,Unknown
Yamaha,RS125DX,Unknown
Yamaha,RS200,Unknown
Yamaha,RX-Z,Unknown
Yamaha,RX DX,Unknown
Yamaha,RX100 (1977 - alternate designation for RS100DX),Unknown
Yamaha,RX-S (and RX-Special),Unknown
Yamaha,RX-S 115,Unknown
Yamaha,RX-125,Unknown
Yamaha,RX-135 (also known as RX-K-RX-King),Unknown
Yamaha,RXZ135,Unknown
Yamaha,RX-King,Unknown
Yamaha,RX Concorde,Unknown
Yamaha,RT-1,Unknown
Yamaha,RT-2,Unknown
Yamaha,RT-3,Unknown
Yamaha,RT-80,Unknown
Yamaha,RT-100,Unknown
Yamaha,RT150,Unknown
Yamaha,RT360,Unknown
Yamaha,RZ50,Unknown
Yamaha,RZ80,Unknown
Yamaha,RZ125,Unknown
Yamaha,RZ250,Unknown
Yamaha,RZ350,Unknown
Yamaha,RZ500,Unknown
Yamaha,RZV 500,Unknown
Yamaha,SC 500 °°,Unknown
Yamaha,SDR 200,Unknown
Yamaha,TD2,Unknown
Yamaha,TDR 50,Unknown
Yamaha,TDR 80,Unknown
Yamaha,TDR 125,Unknown
Yamaha,TDR 180 Made in Brazil,Unknown
Yamaha,TDR 240,Unknown
Yamaha,TDR 250,Unknown
Yamaha,Trailmaster-80,Unknown
Yamaha,Trailmaster-100,Unknown
Yamaha,TT125,Unknown
Yamaha,TY50 Trial,Unknown
Yamaha,TY80 Trial,Unknown
Yamaha,TY80A Trial,Unknown
Yamaha,TY80B Trial,Unknown
Yamaha,TY125(type 541)Trial,Unknown
Yamaha,TY125(type 1K6) Trial,Unknown
Yamaha,TY175 Trial,Unknown
Yamaha,TY200 Trial,Unknown
Yamaha,TY250 Trial,Unknown
Yamaha,TY250R Trial,Unknown
Yamaha,TY250S Trial,Unknown
Yamaha,TY250Z Trial,Unknown
Yamaha,TY350 Trial,Unknown
Yamaha,TY350R Trial,Unknown
Yamaha,TY350S Trial,Unknown
Yamaha,TZR50,Unknown
Yamaha,TZR80,Unknown
Yamaha,TZR125,Unknown
Yamaha,TZR150,Unknown
Yamaha,TZR250,Unknown
Yamaha,TZM150,Unknown
Yamaha,TZ50,Unknown
Yamaha,TZ125,Unknown
Yamaha,TZ250,Unknown
Yamaha,TZ350,Unknown
Yamaha,TZ500,Unknown
Yamaha,TZ700,Unknown
Yamaha,TZ750,Unknown
Yamaha,V50,Unknown
Yamaha,V50P,Unknown
Yamaha,V50M,Unknown
Yamaha,V70,Unknown
Yamaha,V75,Unknown
Yamaha,V80,Unknown
Yamaha,V80M,Unknown
Yamaha,V90,Unknown
Yamaha,VR150,Unknown
Yamaha,WR125,Unknown
Yamaha,WR200,Unknown
Yamaha,WR300,Unknown
Yamaha,WR250,Unknown
Yamaha,WR500,Unknown
Yamaha,Y100,Unknown
Yamaha,Y100 Sport,Unknown
Yamaha,YCS-1,Unknown
Yamaha,YCS-1-Bonanza,Unknown
Yamaha,YA-1(5),Unknown
Yamaha,YA-6,Unknown
Yamaha,YA-6 Santa Barbara,Unknown
Yamaha,YA-7,Unknown
Yamaha,YAS-1,Unknown
Yamaha,YB50,Unknown
Yamaha,YB100,Unknown
Yamaha,YC-1,Unknown
Yamaha,YD,Unknown
Yamaha,YD-1,Unknown
Yamaha,YD-2,Unknown
Yamaha,YD-3,Unknown
Yamaha,YDS-1,Unknown
Yamaha,YDS-3,Unknown
Yamaha,YDS-3C Big Bear,Unknown
Yamaha,YDS6C,Unknown
Yamaha,YE1,Unknown
Yamaha,YE2,Unknown
Yamaha,YES1,Unknown
Yamaha,YG1,Unknown
Yamaha,YG1K,Unknown
Yamaha,YG2,Unknown
Yamaha,YG3,Unknown
Yamaha,YG5,Unknown
Yamaha,YG-T,Unknown
Yamaha,YJ-1,Unknown
Yamaha,YAS1,Unknown
Yamaha,YAS2,Unknown
Yamaha,YAS3,Unknown
Yamaha,YL1,Unknown
Yamaha,YL2,Unknown
Yamaha,YL2C,Unknown
Yamaha,YM1,Unknown
Yamaha,YM1S,Unknown
Yamaha,YM2C,Unknown
Yamaha,YR1,Unknown
Yamaha,YR2,Unknown
Yamaha,YR3,Unknown
Yamaha,YSR50,Unknown
Yamaha,YZ80,Unknown
Yamaha,YZ125,Unknown
Yamaha,YZ250,Unknown
Yamaha,YZ465,Unknown
Yamaha,AG125,Unknown
Yamaha,BT1100 Bulldog,Unknown
Yamaha,BW200,Unknown
Yamaha,BW350,Unknown
Yamaha,Factor 125i,Unknown
Yamaha,Factor 150,Unknown
Yamaha,Fascino,Unknown
Yamaha,Fazer25,Unknown
Yamaha,FJ600,Unknown
Yamaha,FJ750,Unknown
Yamaha,FJ1100,Unknown
Yamaha,FJ1200,Unknown
Yamaha,FJ1200 ABS,Unknown
Yamaha,FJR1300,Unknown
Yamaha,FZS 600,Unknown
Yamaha,FZ1,Unknown
Yamaha,FZ6,Unknown
Yamaha,FZ16,Unknown
Yamaha,Byson,Unknown
Yamaha,FZ-S,Unknown
Yamaha,FZ FI V2.0,Unknown
Yamaha,FZS FI V2.0,Unknown
Yamaha,Fazer FI V2.0,Unknown
Yamaha,Fazer 150,Unknown
Yamaha,Fazer FZ15,Unknown
Yamaha,Fazer FZ25,Unknown
Yamaha,FZ25,Unknown
Yamaha,FZ150i / V-Ixion,Unknown
Yamaha,FZ250,Unknown
Yamaha,FZ400,Unknown
Yamaha,FZ600,Unknown
Yamaha,FZ750,Unknown
Yamaha,FZR150,Unknown
Yamaha,FZR250,Unknown
Yamaha,FZR250R,Unknown
Yamaha,FZR400,Unknown
Yamaha,FZR400RR,Unknown
Yamaha,FZR400RR SP,Unknown
Yamaha,FZR600R,Unknown
Yamaha,FZR750R/0W01,Unknown
Yamaha,FZS FI v3.0 (ABS),Unknown
Yamaha,FZS FI (Dual Disc),Unknown
Yamaha,FZS FI (Limited),Unknown
Yamaha,FZS FI,Unknown
Yamaha,FZ FI,Unknown
Yamaha,FZ X 150,Unknown
Yamaha,FZ2,Unknown
Yamaha,FZ8,Unknown
Yamaha,FAZER8,Unknown
Yamaha,FZR1000,Unknown
Yamaha,FZX700,Unknown
Yamaha,750 Fazer,Unknown
Yamaha,Golden Eagle 300,Unknown
Yamaha,GTS1000,Unknown
Yamaha,GX750,Unknown
Yamaha,Jog,Unknown
Yamaha,Morpho I,Unknown
Yamaha,M-Slaz,Unknown
Yamaha,MT-01,Unknown
Yamaha,MT-125,Unknown
Yamaha,MT-15 / Xabre,Unknown
Yamaha,MT-15 Tracer,Unknown
Yamaha,MT-25,Unknown
Yamaha,MT-03,Unknown
Yamaha,MT-07,Unknown
Yamaha,MT-700 Tracer,Unknown
Yamaha,Tracer 700 GT,Unknown
Yamaha,MT-08,Unknown
Yamaha,MT-09 / FZ-09,Unknown
Yamaha,MT-09 Tracer / FJ-09,Unknown
Yamaha,Tracer 900 GT,Unknown
Yamaha,Tracer 7,Unknown
Yamaha,Tracer 7 GT,Unknown
Yamaha,Tracer 9,Unknown
Yamaha,Tracer 9 GT,Unknown
Yamaha,Tracer 9 GT+,Unknown
Yamaha,MT-10,Unknown
Yamaha,Niken(3 wheels),Unknown
Yamaha,Niken GT,Unknown
Yamaha,R15 S,Unknown
Yamaha,R15 V3 ABS,Unknown
Yamaha,Ray Z,Unknown
Yamaha,Ray ZR,Unknown
Yamaha,Saluto (UBS - Disc),Unknown
Yamaha,Scorpio Z,Unknown
Yamaha,Serow225-1,Unknown
Yamaha,SRX250,Unknown
Yamaha,SRX250F,Unknown
Yamaha,SRX400,Unknown
Yamaha,SRX6,Unknown
Yamaha,SRX 600,Unknown
Yamaha,SRV250,Unknown
Yamaha,SR1,Unknown
Yamaha,SR125,Unknown
Yamaha,SR150,Unknown
Yamaha,SR185,Unknown
Yamaha,SR250,Unknown
Yamaha,SR400,Unknown
Yamaha,SR500,Unknown
Yamaha,SR600,Unknown
Yamaha,SRX600,Unknown
Yamaha,Star Eluder,Unknown
Yamaha,Star Venture,Unknown
Yamaha,Star Venture TC,Unknown
Yamaha,Crux,Unknown
Yamaha,Libero G5,Unknown
Yamaha,YBA-125 Enticer,Unknown
Yamaha,Gladiator,Unknown
Yamaha,SS 125,Unknown
Yamaha,YBR 125,Unknown
Yamaha,RS110F,Unknown
Yamaha,STX,Unknown
Yamaha,SZ,Unknown
Yamaha,SZ-RR SE,Unknown
Yamaha,SZ-RR Core,Unknown
Yamaha,SZ150RR,Unknown
Yamaha,SZR150,Unknown
Yamaha,SZR 660,Unknown
Yamaha,T-150,Unknown
Yamaha,TDM 850,Unknown
Yamaha,TDM900,Unknown
Yamaha,TRX850,Unknown
Yamaha,TFX-150,Unknown
Yamaha,TT225,Unknown
Yamaha,TT 250 AUS only model,Unknown
Yamaha,TT 350,Unknown
Yamaha,TT 500,Unknown
Yamaha,TT600R,Unknown
Yamaha,TTR50,Unknown
Yamaha,TTR90,Unknown
Yamaha,TTR110,Unknown
Yamaha,TTR125,Unknown
Yamaha,TTR150,Unknown
Yamaha,TTR225,Unknown
Yamaha,TTR230,Unknown
Yamaha,TTR250,Unknown
Yamaha,TTR325,Unknown
Yamaha,TW125,Unknown
Yamaha,TW200,Unknown
Yamaha,TX500,Unknown
Yamaha,TX600,Unknown
Yamaha,TX650,Unknown
Yamaha,TX750,Unknown
Yamaha,Venture,Unknown
Yamaha,XVZ1200 Venture Royale,Unknown
Yamaha,XVZ1300 Venture Royale,Unknown
Yamaha,V-Star 250,Unknown
Yamaha,V-Star 650 Custom,Unknown
Yamaha,V-Star 650 Classic,Unknown
Yamaha,V-Star 1100 Classic,Unknown
Yamaha,V-Star-1100-Silverado,Unknown
Yamaha,V-Star 950 Tourer,Unknown
Yamaha,V-Star 1300 Tourer,Unknown
Yamaha,Virago XV125,Unknown
Yamaha,Virago XV250,Unknown
Yamaha,Virago XV400,Unknown
Yamaha,Virago XV500,Unknown
Yamaha,Virago XV535,Unknown
Yamaha,Virago XV700,Unknown
Yamaha,Virago XV750,Unknown
Yamaha,Virago XV920,Unknown
Yamaha,Virago XV1000,Unknown
Yamaha,Virago XV1100,Unknown
Yamaha,XV1900A,Unknown
Yamaha,VMax,Unknown
Yamaha,1700Vmax,Unknown
Yamaha,XC125,Unknown
Yamaha,XC180,Unknown
Yamaha,XC200 RIVA Scooter,Unknown
Yamaha,XJ400 Diversion,Unknown
Yamaha,XJ400,Unknown
Yamaha,XJ400 D,Unknown
Yamaha,XJ650 Maxim,Unknown
Yamaha,XJ 550R Seca,Unknown
Yamaha,XJ 600,Unknown
Yamaha,XJ650RJ Seca,Unknown
Yamaha,XJ650 Turbo,Unknown
Yamaha,XJ550,Unknown
Yamaha,XJ650,Unknown
Yamaha,XJ700,Unknown
Yamaha,XJ700X,Unknown
Yamaha,XJ750,Unknown
Yamaha,XJ900,Unknown
Yamaha,XJ1100 Maxim,Unknown
Yamaha,XJ750D,Unknown
Yamaha,XJ750 Seca,Unknown
Yamaha,XJ750 RL (Canadian and Australian markets) 1984,Unknown
Yamaha,XJ750S (Europe),Unknown
Yamaha,XJ750 Maxim,Unknown
Yamaha,XJ750X Maxim-X,Unknown
Yamaha,XJ6,Unknown
Yamaha,XJ 600N,Unknown
Yamaha,XJ 600S Diversion / Seca II,Unknown
Yamaha,XJ900F,Unknown
Yamaha,XJ 900S Diversion,Unknown
Yamaha,XJ1100 Maxim,Unknown
Yamaha,XJR400,Unknown
Yamaha,XJR400R,Unknown
Yamaha,XJR1200,Unknown
Yamaha,XJR1200 Cup,Unknown
Yamaha,XJR1200 SP,Unknown
Yamaha,XJR1300,Unknown
Yamaha,XJR1300 SP,Unknown
Yamaha,XS250,Unknown
Yamaha,XS360,Unknown
Yamaha,XS400,Unknown
Yamaha,XS400R,Unknown
Yamaha,Seca 400,Unknown
Yamaha,XS500,Unknown
Yamaha,XS650,Unknown
Yamaha,XS650 Turbo,Unknown
Yamaha,XS750,Unknown
Yamaha,XS850,Unknown
Yamaha,XS Eleven,Unknown
Yamaha,XS750E,Unknown
Yamaha,XS750S Custom,Unknown
Yamaha,XS1100,Unknown
Yamaha,XS 1100 Martini,Unknown
Yamaha,XS 1100 SF Midnight Special,Unknown
Yamaha,XS1100 Turbo,Unknown
Yamaha,XSR125,Unknown
Yamaha,XSR150 Xabre,Unknown
Yamaha,XSR155,Unknown
Yamaha,XSR155 ABS,Unknown
Yamaha,XSR700,Unknown
Yamaha,XSR700 Super7,Unknown
Yamaha,XSR700 Xtribute,Unknown
Yamaha,XSR700 Enduro,Unknown
Yamaha,XSR900,Unknown
Yamaha,XSR900 GP,Unknown
Yamaha,XSR900RZ,Unknown
Yamaha,XT200,Unknown
Yamaha,XT225,Unknown
Yamaha,XT250,Unknown
Yamaha,XT350,Unknown
Yamaha,XT400E,Unknown
Yamaha,XT500,Unknown
Yamaha,XT550,Unknown
Yamaha,XT600,Unknown
Yamaha,XT600E,Unknown
Yamaha,XT 660,Unknown
Yamaha,XT 125 R,Unknown
Yamaha,XT 125 x,Unknown
Yamaha,XTZ 250,Unknown
Yamaha,XTZ 660,Unknown
Yamaha,XTZ 700,Unknown
Yamaha,XTZ 750,Unknown
Yamaha,XV920R,Unknown
Yamaha,Bolt,Unknown
Yamaha,XV950,Unknown
Yamaha,XV950 Racer,Unknown
Yamaha,XVS Drag Star 125,Unknown
Yamaha,XVS 650 Drag Star,Unknown
Yamaha,XVS 1100 Drag Star,Unknown
Yamaha,XVS 950 Midnight Star,Unknown
Yamaha,XVS 1300 Midnight Star,Unknown
Yamaha,XV 1000 SE Midnight Special,Unknown
Yamaha,XV 1900 Midnight Star,Unknown
Yamaha,XV19 Star Eluder,Unknown
Yamaha,XV19 Star Eluder GT,Unknown
Yamaha,XV19 Star Venture,Unknown
Yamaha,XV19 Star Venture Transcontinental,Unknown
Yamaha,XVS 1300 Custom,Unknown
Yamaha,XVS 1300 Tour Classic,Unknown
Yamaha,XVS 1300 Touring,Unknown
Yamaha,XVS 1300 VT,Unknown
Yamaha,XV1600A Wildstar,Unknown
Yamaha,XV1600 Road Star,Unknown
Yamaha,XV1700 Warrior,Unknown
Yamaha,XVZ1300 Royal Star,Unknown
Yamaha,XZ 400,Unknown
Yamaha,XZ 400 D,Unknown
Yamaha,XZ 550 RK,Unknown
Yamaha,XZ 550 Vision,Unknown
Yamaha,YD 100,Unknown
Yamaha,Junoon,Unknown
Yamaha,YBR125,Unknown
Yamaha,YBR125 Cruiser,Unknown
Yamaha,YBR125 Custom,Unknown
Yamaha,YBR125 Diversion,Unknown
Yamaha,YBR150,Unknown
Yamaha,YBR250,Unknown
Yamaha,YCZ110,Unknown
Yamaha,YD125 ZY154M,Unknown
Yamaha,YS125,Unknown
Yamaha,YS150,Unknown
Yamaha,YS250,Unknown
Yamaha,YS250 Fazer,Unknown
Yamaha,YS300,Unknown
Yamaha,YS300 Fazer,Unknown
Yamaha,YX600 Radian,Unknown
Yamaha,YZF600R,Unknown
Yamaha,YZF750R,Unknown
Yamaha,YZF1000R,Unknown
Yamaha,YZF 1000 Genesis,Unknown
Yamaha,YZF1000R Thunderace,Unknown
Yamaha,YZF-R125,Unknown
Yamaha,YZF-R3,Unknown
Yamaha,YZF-R6,Unknown
Yamaha,YZF-R7,Unknown
Yamaha,YZF-R7/OW-02,Unknown
Yamaha,YZF-R1,Unknown
Yamaha,YZF-R15,Unknown
Yamaha,YZF-R1-M,Unknown
Yamaha,YZF-R1-SP,Unknown
Yamaha,YZF-R25,Unknown
Yamaha,Zeal 250,Unknown
Yamaha,Zeal 400,Unknown
Yamaha,ZR150,Unknown
Yamaha,Lagenda,Unknown
Yamaha,LC50 (Asia),Unknown
Yamaha,MJ50 (Asia),Unknown
Yamaha,V50M (U.K & Europe & Asia),Unknown
Yamaha,C3 50cc (U.S.),Unknown
Yamaha,Lexam (Vietnam),Unknown
Yamaha,Nouvo (Asia),Unknown
Yamaha,Mio (Asia),Unknown
Yamaha,Sirius (Asia),Unknown
Yamaha,X-1 (Asia),Unknown
Yamaha,X-1R (Thailand),Unknown
Yamaha,Chappy,Unknown
Yamaha,Acruzo (Vietnam),Unknown
Yamaha,Active 50 cc (Japan),Unknown
Yamaha,Aerox R 50 cc (E.U.),Unknown
Yamaha,Aerox TY race replica 50 cc (E.U.),Unknown
Yamaha,Belle 80 cc (Thailand),Unknown
Yamaha,Belle 100 cc (Thailand),Unknown
Yamaha,Belle R (Thailand),Unknown
Yamaha,Beluga,Unknown
Yamaha,BJ 50 cc (Japan),Unknown
Yamaha,Box'n 50 cc (Japan),Unknown
Yamaha,BW's NBA 50 cc (E.U.),Unknown
Yamaha,BW's 50 cc (E.U.),Unknown
Yamaha,BWs Naked 50 cc (E.U.),Unknown
Yamaha,BW's 12 inch 50 cc (E.U.),Unknown
Yamaha,BW's Next Generation 50 cc (E.U.),Unknown
Yamaha,BW's 125 cc (Taiwan),Unknown
Yamaha,Champ,Unknown
Yamaha,Champ CX 50 cc (Japan),Unknown
Yamaha,Champ RS 50 cc (Japan),Unknown
Yamaha,Cute 50 cc (Japan),Unknown
Yamaha,Cuxi (Taiwan),Unknown
Yamaha,EZ115 (Malaysia),Unknown
Yamaha,F1ZR/ss two (Asia),Unknown
Yamaha,Fazzio (Asia),Unknown
Yamaha,Fiore/Jog Ciao (Asia/Taiwan),Unknown
Yamaha,Finn/Jupiter Finn/Crypton S (Asia/E.U.),Unknown
Yamaha,Giggle 50 cc (E.U.),Unknown
Yamaha,Grand Filano/Nozza Grande (Asia),Unknown
Yamaha,Janus (Vietnam),Unknown
Yamaha,Jog 50 cc (Japan),Unknown
Yamaha,JogR 50 cc (E.U.),Unknown
Yamaha,JogRR 50 cc (E.U.),Unknown
Yamaha,JogRR MotoGP 50 cc (E.U.),Unknown
Yamaha,Jog Deluxe 50 cc (Japan),Unknown
Yamaha,Jog ZR 50 cc (Japan),Unknown
Yamaha,Jog Poche 50 cc (Japan),Unknown
Yamaha,Jog 125 cc (Taiwan/Japan),Unknown
Yamaha,JR120 (Thailand),Unknown
Yamaha,Latte/D'elight (Vietnam/E.U.),Unknown
Yamaha,Limi (Taiwan),Unknown
Yamaha,Mint 50 cc,Unknown
Yamaha,Neo's 50 cc (E.U.),Unknown
Yamaha,Neo's 4-Stroke 50 cc (E.U.),Unknown
Yamaha,Nozza/Filano/D'elight (Asia/E.U.),Unknown
Yamaha,Passol 50 cc (Asia),Unknown
Yamaha,Passola 50 cc (Asia),Unknown
Yamaha,PG-1 (Asia),Unknown
Yamaha,QBIX (Asia),Unknown
Yamaha,Salient/Riva 50 cc,Unknown
Yamaha,Slider Naked 50 cc (E.U.),Unknown
Yamaha,Speed MX (Thailand),Unknown
Yamaha,Tiara (Thailand),Unknown
Yamaha,Tiara S (Thailand),Unknown
Yamaha,Try 50 cc (Japan),Unknown
Yamaha,Why 50 cc (E.U.),Unknown
Yamaha,Vino 125 (U.S.),Unknown
Yamaha,Vino Classic 50 cc (U.S.),Unknown
Yamaha,Ray ZR 125 (E.U.),Unknown
Yamaha,Rex 50 cc (E.U.),Unknown
Yamaha,RS Neo 125 cc (Taiwan),Unknown
Yamaha,Zest 50 cc (E.U.),Unknown
Yamaha,Zuma 50 cc (U.S.),Unknown
Yamaha,Vox 50 cc (Japan),Unknown
Yamaha,Vino 50 cc (Japan),Unknown
Yamaha,Molte Vino 50 cc (Japan),Unknown
Yamaha,Vinoora (Taiwan),Unknown
Yamaha,U7E,Unknown
Yamaha,RX-Z 135,Unknown
Yamaha,Y125Z (Asia),Unknown
